timestamp,temperature,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather_id,weather_main,weather_description
1763114400,9.45,5.02,1002,93,8.38,,75,6000,12.35,70,501,Rain,moderate rain
1763121600,8.95,4.25,1002,90,7.4,,75,6000,12.86,70,500,Rain,light rain
1763128800,8.95,3.99,1001,88,7.07,,75,8000,14.4,70,501,Rain,moderate rain
1763136000,9.31,4.65,1001,87,7.26,,75,8000,13.38,70,500,Rain,light rain
1763143200,8.62,3.45,1002,89,6.91,,75,8000,14.92,80,500,Rain,light rain
1763150400,8.8,3.46,1003,88,6.92,,75,6000,16.46,70,501,Rain,moderate rain
1763157600,8.8,3.54,1003,90,7.25,,100,9000,15.95,80,501,Rain,moderate rain
1763164800,8.95,4.16,1004,91,7.56,,100,6000,13.38,80,310,Drizzle,light intensity drizzle rain
1763172000,8.95,3.99,1004,90,7.4,,100,3600,14.4,70,500,Rain,light rain
1763179200,8.8,4.14,1004,92,7.57,,100,6000,12.35,80,310,Drizzle,light intensity drizzle rain
1763186400,9.55,5.12,1006,89,7.83,,100,10000,12.52,80,500,Rain,light rain
1763193600,9.43,5.39,1008,92,8.2,,100,5000,10.29,90,310,Drizzle,light intensity drizzle rain
1763200800,9.89,6.47,1008,95,9.13,,100,4000,8.23,90,501,Rain,moderate rain
1763208000,10.62,10.17,1010,93,9.54,,75,5000,6.17,90,310,Drizzle,light intensity drizzle rain
1763215200,10.76,10.37,1010,95,9.99,,75,5000,5.66,80,310,Drizzle,light intensity drizzle rain
1763222400,10.41,10.09,1010,99,10.26,,75,8000,4.47,90,300,Drizzle,light intensity drizzle
1763229600,10.41,10.01,1011,96,9.8,,75,10000,3.6,80,803,Clouds,broken clouds
1763236800,11.28,10.84,1012,91,9.87,,75,10000,5.14,70,803,Clouds,broken clouds
1763244000,10.53,10.09,1012,94,9.61,,75,7000,5.14,60,310,Drizzle,light intensity drizzle rain
1763251200,10.41,9.93,1012,93,9.33,,100,10000,5.36,80,804,Clouds,overcast clouds
1763258400,11.01,10.44,1013,87,8.93,,100,10000,6.17,80,804,Clouds,overcast clouds
1763265600,10.69,10.06,1013,86,8.45,,100,10000,4.92,80,804,Clouds,overcast clouds
1763272800,9.77,7.91,1014,91,8.37,,100,9000,3.6,60,300,Drizzle,light intensity drizzle
1763280000,9.45,6.85,1015,90,7.89,,75,10000,5.14,40,500,Rain,light rain
1763287200,9.31,6.59,1015,79,5.86,,75,10000,5.36,40,500,Rain,light rain
1763294400,9.68,6.95,1017,72,4.88,,75,10000,5.66,30,500,Rain,light rain
1763301600,9,6.09,1017,70,3.83,,75,10000,5.66,10,803,Clouds,broken clouds
1763308800,7.93,5.67,1017,74,3.59,,75,10000,3.6,350,803,Clouds,broken clouds
1763316000,7.54,4.68,1020,76,3.59,,75,10000,4.63,340,803,Clouds,broken clouds
1763323200,6.84,4.66,1021,77,3.09,,40,10000,3.09,340,802,Clouds,scattered clouds
1763330400,6.39,4.93,1021,80,3.2,,40,10000,2.06,310,802,Clouds,scattered clouds
1763337600,3.74,-0.05,1022,86,1.62,,20,10000,4.63,310,801,Clouds,few clouds
1763344800,4.6,1.98,1023,86,2.46,0,53,10000,3.06,338,803,Clouds,broken clouds
1763352000,4.74,2.48,1024,87,2.76,0,62,10000,2.63,343,803,Clouds,broken clouds
1763359200,6.14,3.76,1025,74,1.86,0,61,10000,3.17,18,803,Clouds,broken clouds
1763366400,5.14,2.79,1027,78,1.63,0,75,10000,2.84,7,803,Clouds,broken clouds
1763373600,6.88,5,1028,69,1.59,0.23,81,10000,2.66,21,803,Clouds,broken clouds
1763380800,7.6,5.94,1028,62,0.79,0.67,65,10000,2.56,17,803,Clouds,broken clouds
1763388000,7.47,6.13,1028,62,0.67,0.51,77,10000,2.13,3,803,Clouds,broken clouds
1763395200,5.71,4.32,1028,74,1.44,0,71,10000,1.88,317,803,Clouds,broken clouds
1763402400,6.13,4.18,1027,80,2.94,0,75,10000,2.57,290,803,Clouds,broken clouds
1763409600,5.54,3.48,1027,77,1.83,0,75,10000,2.57,220,803,Clouds,broken clouds
1763416800,5.72,2.98,1026,75,1.64,0,75,10000,3.6,230,803,Clouds,broken clouds
1763424000,5.57,2.23,1025,74,1.31,0,75,10000,4.63,220,803,Clouds,broken clouds
1763431200,5.09,1.15,1023,76,1.21,0,40,10000,5.66,220,802,Clouds,scattered clouds
1763438400,5.75,1.59,1021,76,1.85,0,75,10000,6.69,230,803,Clouds,broken clouds
1763445600,5.49,1.45,1020,85,3.17,0,75,10000,6.17,230,300,Drizzle,light intensity drizzle
1763452800,5.25,1.14,1018,89,3.59,0,75,10000,6.17,250,803,Clouds,broken clouds
1763460000,6.79,2.75,1017,88,4.94,0.3,75,5000,7.2,260,300,Drizzle,light intensity drizzle
1763467200,8.04,4.2,1015,85,5.68,0.67,40,10000,7.72,250,802,Clouds,scattered clouds
1763474400,9.24,5.76,1013,78,5.61,0.45,75,10000,7.72,260,803,Clouds,broken clouds
1763481600,8.12,4.31,1012,82,5.24,0,20,10000,7.72,280,801,Clouds,few clouds
1763488800,6.6,2.5,1011,85,4.26,0,20,10000,7.2,270,801,Clouds,few clouds
1763496000,6.43,1.81,1011,83,3.76,0,75,10000,8.75,310,803,Clouds,broken clouds
1763503200,5.72,1.04,1014,80,2.54,0,75,10000,8.23,330,803,Clouds,broken clouds
1763510400,4.14,-0.67,1015,79,0.83,0,20,10000,7.2,320,801,Clouds,few clouds
1763517600,2.88,-3.3,1015,83,0.28,0,40,10000,10.28,330,802,Clouds,scattered clouds
1763524800,2.4,-2.71,1014,81,-0.46,0,20,10000,6.71,320,801,Clouds,few clouds
1763532000,1.76,-3.53,1016,82,-0.86,0,20,10000,6.71,320,801,Clouds,few clouds
1763539200,1.15,-4.52,1017,85,-0.96,0,20,10000,7.2,310,801,Clouds,few clouds
1763546400,2.83,-2.15,1020,81,-0.09,0.26,20,10000,6.69,310,801,Clouds,few clouds
1763553600,4.54,-0.33,1020,75,0.5,0.61,20,10000,7.72,310,801,Clouds,few clouds
1763560800,4.84,0.06,1020,71,0.03,0.46,75,10000,7.72,320,803,Clouds,broken clouds
1763568000,4.38,0.19,1018,74,0.16,0,40,10000,5.81,320,802,Clouds,scattered clouds
1763575200,2.38,-2.27,1019,81,-0.48,0,40,10000,5.66,290,802,Clouds,scattered clouds
1763582400,1.31,-4.31,1020,84,-0.96,0,40,10000,7.2,290,802,Clouds,scattered clouds
1763589600,0.78,-4.37,1017,87,-1,0,20,10000,5.81,290,801,Clouds,few clouds
1763596800,0.36,-4.9,1017,90,-0.96,0,20,10000,5.81,280,801,Clouds,few clouds
1763604000,0.01,-5.76,1017,90,-1.26,0,40,10000,6.69,290,802,Clouds,scattered clouds
1763611200,-0.11,-6.14,1017,91,-1.25,0,20,10000,7.2,290,801,Clouds,few clouds
1763618400,-0.32,-5.76,1018,90,-1.59,0,20,10000,5.81,290,801,Clouds,few clouds
1763625600,-0.32,-6.2,1019,91,-1.46,0,20,10000,6.71,290,801,Clouds,few clouds
1763632800,1.06,-4.01,1019,87,-0.76,0.26,20,10000,5.81,300,801,Clouds,few clouds
1763640000,3.61,-1.35,1021,81,0.66,0.63,20,10000,7.2,300,801,Clouds,few clouds
1763647200,4.76,0.13,1021,76,0.9,0.48,20,10000,7.2,300,801,Clouds,few clouds
1763654400,4.13,-0.28,1021,77,0.47,0,20,10000,6.17,300,801,Clouds,few clouds
1763661600,2.36,-2.75,1021,84,-0.05,0,20,10000,6.69,300,801,Clouds,few clouds
1763668800,1.23,-3.17,1023,85,-0.89,0,20,10000,4.63,280,801,Clouds,few clouds
1763676000,0.96,-3.67,1023,84,-1.27,0,20,10000,4.92,300,801,Clouds,few clouds
1763683200,0.25,-4.39,1025,87,-1.46,0,20,10000,4.63,270,801,Clouds,few clouds
1763690400,0.06,-4.79,1026,86,-1.77,0,20,10000,4.92,290,801,Clouds,few clouds
1763697600,-0.13,-5.03,1025,89,-1.54,0,20,10000,4.92,270,801,Clouds,few clouds
1763704800,-0.27,-4.93,1026,88,-1.81,0,20,10000,4.47,270,801,Clouds,few clouds
1763712000,-0.72,-4.85,1026,87,-2.39,0,40,10000,3.58,260,601,Snow,snow
1763719200,1.76,-2.2,1026,84,-0.57,0.26,75,10000,4.12,180,501,Rain,moderate rain
1763726400,5.13,3.46,1026,77,1.44,0.63,75,10000,2.06,230,502,Rain,heavy intensity rain
1763733600,6.06,2.38,1025,60,-0.98,0.44,75,10000,5.66,210,501,Rain,moderate rain
1763740800,5.74,1.22,1023,62,-0.85,0,75,10000,7.72,210,502,Rain,heavy intensity rain
1763748000,6.46,1.85,1022,71,1.59,0,75,10000,8.75,210,502,Rain,heavy intensity rain
1763755200,7.71,3.36,1020,77,3.94,0,75,10000,9.26,210,502,Rain,heavy intensity rain
1763762400,8.17,3.84,1018,85,5.8,0,75,10000,9.77,210,502,Rain,heavy intensity rain
1763769600,9.15,5.14,1016,87,7.1,0,75,10000,9.77,220,300,Drizzle,light intensity drizzle
1763776800,8.65,5.3,1015,91,7.27,0,75,10000,6.69,240,803,Clouds,broken clouds
1763784000,7.78,5.21,1015,90,6.24,0,75,10000,4.12,250,502,Rain,heavy intensity rain
1763791200,6.25,2.62,1014,92,5.05,0,75,900,5.66,280,741,Fog,fog
1763798400,6.31,2.69,1015,94,5.42,0,100,600,5.66,220,741,Fog,fog
1763805600,7.58,4.3,1013,92,6.37,0.26,75,10000,5.66,230,502,Rain,heavy intensity rain
1763812800,9.22,6.37,1012,87,7.17,0.65,75,10000,5.66,230,502,Rain,heavy intensity rain
1763820000,8.78,6.22,1011,89,7.07,0.46,40,10000,4.63,240,502,Rain,heavy intensity rain
1763827200,8.31,6.13,1011,86,6.11,0,40,10000,3.6,230,802,Clouds,scattered clouds
