timestamp,temperature,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather_id,weather_main,weather_description,Time,Pressure_self_corrected,Pressure_self
1760594400,10.69,10.09,1029,87,8.62,,100,10000,1.03,0,804,Clouds,overcast clouds,2025-10-16 07:00:00+01:00,1029.0,
1760601600,11.03,10.36,1029,83,8.26,,100,10000,1.79,80,804,Clouds,overcast clouds,2025-10-16 09:00:00+01:00,1029.0,
1760608800,11.36,10.8,1029,86,9.1,,100,10000,2.06,60,804,Clouds,overcast clouds,2025-10-16 11:00:00+01:00,1028.624936459593,1025.6737773473048
1760616000,12.2,11.62,1029,82,9.22,,100,10000,2.57,70,804,Clouds,overcast clouds,2025-10-16 13:00:00+01:00,1029.0,
1760623200,12.43,11.74,1028,77,8.51,,75,10000,2.57,50,803,Clouds,broken clouds,2025-10-16 15:00:00+01:00,1028.0,
1760630400,12.2,11.51,1028,78,8.48,,100,10000,1.54,0,804,Clouds,overcast clouds,2025-10-16 17:00:00+01:00,1027.8021634610354,1024.8473046830984
1760637600,11.36,10.8,1028,86,9.1,,100,10000,2.57,60,804,Clouds,overcast clouds,2025-10-16 19:00:00+01:00,1028.0,
1760644800,11.7,11.01,1028,80,8.37,,100,10000,2.57,150,804,Clouds,overcast clouds,2025-10-16 21:00:00+01:00,1028.0,
1760652000,11.68,10.99,1028,80,8.35,,100,10000,3.6,130,804,Clouds,overcast clouds,2025-10-16 23:00:00+01:00,1028.0,
1760659200,11.13,10.44,1027,82,8.18,,100,10000,3.09,130,804,Clouds,overcast clouds,2025-10-17 01:00:00+01:00,1027.0,
1760666400,11.44,10.78,1027,82,8.48,,100,10000,2.06,120,804,Clouds,overcast clouds,2025-10-17 03:00:00+01:00,1027.0,
1760673600,11.35,10.68,1026,82,8.39,,100,10000,2.24,90,804,Clouds,overcast clouds,2025-10-17 05:00:00+01:00,1026.0,
1760680800,11.13,10.47,1026,83,8.36,,100,10000,3.6,100,804,Clouds,overcast clouds,2025-10-17 07:00:00+01:00,1026.0,
1760688000,11.55,10.82,1026,79,8.04,,75,10000,2.24,100,803,Clouds,broken clouds,2025-10-17 09:00:00+01:00,1026.166585709566,1023.2043724233579
1760695200,13.05,12.32,1026,73,8.33,,40,10000,3.09,100,802,Clouds,scattered clouds,2025-10-17 11:00:00+01:00,1026.0,
1760702400,14.12,13.6,1026,77,10.15,,75,10000,3.6,100,803,Clouds,broken clouds,2025-10-17 13:00:00+01:00,1026.0,
1760709600,13.58,13.08,1025,80,10.2,,75,10000,5.14,100,803,Clouds,broken clouds,2025-10-17 15:00:00+01:00,1025.0,
1760716800,12.78,12.33,1024,85,10.32,,75,10000,4.63,100,803,Clouds,broken clouds,2025-10-17 17:00:00+01:00,1024.0,
1760724000,12.92,12.51,1024,86,10.64,,75,10000,3.6,80,803,Clouds,broken clouds,2025-10-17 19:00:00+01:00,1022.3910403421129,1019.4118500093458
1760731200,12.82,12.3,1024,82,9.83,,75,10000,3.6,100,803,Clouds,broken clouds,2025-10-17 21:00:00+01:00,1024.0,
1760738400,12.6,11.95,1023,78,8.87,,75,10000,5.14,110,803,Clouds,broken clouds,2025-10-17 23:00:00+01:00,1023.0,
1760745600,13.2,12.77,1022,84,10.56,,75,10000,3.09,110,803,Clouds,broken clouds,2025-10-18 01:00:00+01:00,1022.0,
1760752800,13.84,13.5,1021,85,11.36,,75,10000,5.14,130,803,Clouds,broken clouds,2025-10-18 03:00:00+01:00,1021.0,
1760760000,13.44,12.98,1020,82,10.43,,75,10000,6.69,150,803,Clouds,broken clouds,2025-10-18 05:00:00+01:00,1020.0,
1760767200,13.6,13.18,1019,83,10.77,,75,10000,6.17,150,803,Clouds,broken clouds,2025-10-18 07:00:00+01:00,1019.0,
1760774400,13.44,13.14,1019,88,11.49,,75,10000,6.17,150,803,Clouds,broken clouds,2025-10-18 09:00:00+01:00,1019.0,
1760781600,14.52,14.17,1018,82,11.49,,75,10000,7.2,150,500,Rain,light rain,2025-10-18 11:00:00+01:00,1018.0,
1760788800,14.52,14.12,1017,80,11.11,,75,10000,7.2,150,803,Clouds,broken clouds,2025-10-18 13:00:00+01:00,1017.0,
1760796000,13.84,13.47,1015,84,11.19,,75,10000,7.72,150,310,Drizzle,light intensity drizzle rain,2025-10-18 15:00:00+01:00,1015.0,
1760803200,13.6,13.21,1013,84,10.95,,75,10000,6.69,150,500,Rain,light rain,2025-10-18 17:00:00+01:00,1013.0,
1760810400,13.84,13.32,1012,78,10.07,,75,10000,8.23,150,500,Rain,light rain,2025-10-18 19:00:00+01:00,1012.0,
1760817600,12.52,12.13,1010,88,10.59,,75,8000,9.77,150,500,Rain,light rain,2025-10-18 21:00:00+01:00,1010.0,
1760824800,12.36,12.03,1007,91,10.93,,75,6000,9.26,150,500,Rain,light rain,2025-10-18 23:00:00+01:00,1007.0,
1760832000,12.52,12.23,1006,92,11.26,,75,10000,9.77,150,500,Rain,light rain,2025-10-19 01:00:00+01:00,1006.0,
1760839200,12.52,12.26,1003,93,11.42,,75,5000,9.77,150,300,Drizzle,light intensity drizzle,2025-10-19 03:00:00+01:00,1003.0,
1760846400,13.2,13.03,1000,94,12.26,,75,4000,8.75,140,501,Rain,moderate rain,2025-10-19 05:00:00+01:00,1000.0,
1760853600,14.0,13.96,997,96,13.37,,75,3500,8.23,140,502,Rain,heavy intensity rain,2025-10-19 07:00:00+01:00,997.0,
1760860800,14.28,14.22,995,94,13.33,,75,4000,9.26,150,501,Rain,moderate rain,2025-10-19 09:00:00+01:00,994.6855489625635,991.5817786363639
1760868000,14.68,14.71,993,96,14.05,,75,5000,8.75,150,310,Drizzle,light intensity drizzle rain,2025-10-19 11:00:00+01:00,993.0,
1760875200,16.18,16.36,992,96,15.54,,75,10000,4.63,140,500,Rain,light rain,2025-10-19 13:00:00+01:00,992.0,
1760882400,15.09,15.03,991,91,13.63,,75,10000,5.66,230,500,Rain,light rain,2025-10-19 15:00:00+01:00,989.4630066000664,986.335752687732
1760889600,16.44,16.18,990,78,12.6,,20,10000,5.14,230,500,Rain,light rain,2025-10-19 17:00:00+01:00,990.0,
1760896800,13.12,12.71,990,85,10.66,,40,10000,4.63,200,802,Clouds,scattered clouds,2025-10-19 19:00:00+01:00,990.0,
1760904000,11.44,10.86,990,85,9.01,,20,10000,3.58,190,801,Clouds,few clouds,2025-10-19 21:00:00+01:00,990.0,
1760911200,11.88,11.37,989,86,9.62,,40,10000,4.63,160,802,Clouds,scattered clouds,2025-10-19 23:00:00+01:00,989.0,
1760918400,12.52,12.23,988,92,11.26,,75,10000,2.57,130,803,Clouds,broken clouds,2025-10-20 01:00:00+01:00,988.0,
1760925600,12.52,12.23,986,92,11.26,,75,10000,3.6,90,520,Rain,light intensity shower rain,2025-10-20 03:00:00+01:00,986.0,
1760932800,12.52,12.31,985,95,11.74,,75,8000,3.6,100,520,Rain,light intensity shower rain,2025-10-20 05:00:00+01:00,985.0,
1760940000,12.92,12.77,985,96,12.3,,75,7000,3.6,80,520,Rain,light intensity shower rain,2025-10-20 07:00:00+01:00,985.0,
1760947200,12.99,12.77,985,93,11.89,,75,10000,3.09,80,520,Rain,light intensity shower rain,2025-10-20 09:00:00+01:00,985.0,
1760954400,14.0,13.94,986,95,13.21,,75,8000,3.6,70,520,Rain,light intensity shower rain,2025-10-20 11:00:00+01:00,985.2775372908588,982.1314630756498
1760961600,14.65,14.68,987,96,14.02,,75,6000,3.09,320,520,Rain,light intensity shower rain,2025-10-20 13:00:00+01:00,987.0,
1760968800,13.84,13.73,988,94,12.89,,75,9000,4.63,310,520,Rain,light intensity shower rain,2025-10-20 15:00:00+01:00,988.0,
1760976000,13.44,13.24,988,92,12.17,,40,10000,4.63,300,500,Rain,light rain,2025-10-20 17:00:00+01:00,990.6978703199953,987.5761690727263
1760983200,11.6,11.22,989,92,10.35,,20,10000,3.6,250,500,Rain,light rain,2025-10-20 19:00:00+01:00,989.0,
1760990400,11.49,11.12,990,93,10.4,,75,10000,4.12,240,803,Clouds,broken clouds,2025-10-20 21:00:00+01:00,990.0,
1760997600,11.61,11.23,990,92,10.36,,75,10000,5.66,240,803,Clouds,broken clouds,2025-10-20 23:00:00+01:00,990.0,
1761004800,11.17,10.8,989,94,10.24,,75,10000,5.66,230,300,Drizzle,light intensity drizzle,2025-10-21 01:00:00+01:00,989.0,
1761012000,11.84,11.48,989,92,10.58,,75,10000,5.66,230,500,Rain,light rain,2025-10-21 03:00:00+01:00,989.0,
1761019200,11.84,11.43,988,90,10.25,,75,10000,6.17,240,500,Rain,light rain,2025-10-21 05:00:00+01:00,988.0,
1761026400,11.84,11.46,989,91,10.42,,75,10000,5.66,240,500,Rain,light rain,2025-10-21 07:00:00+01:00,989.0,
1761033600,11.53,11.14,989,92,10.28,,75,10000,7.72,250,500,Rain,light rain,2025-10-21 09:00:00+01:00,989.0,
1761040800,12.76,12.36,990,87,10.65,,75,10000,7.72,260,310,Drizzle,light intensity drizzle rain,2025-10-21 11:00:00+01:00,990.0,
1761048000,13.35,12.91,990,83,10.53,,75,10000,9.26,270,500,Rain,light rain,2025-10-21 13:00:00+01:00,989.2556265903916,986.1274401769913
1761055200,13.2,12.66,991,80,9.83,,75,10000,8.23,280,803,Clouds,broken clouds,2025-10-21 15:00:00+01:00,991.0,
1761062400,12.92,12.28,992,77,8.99,,75,10000,7.72,290,500,Rain,light rain,2025-10-21 17:00:00+01:00,992.0,
1761069600,11.57,10.92,993,82,8.61,,40,10000,5.14,260,802,Clouds,scattered clouds,2025-10-21 19:00:00+01:00,991.7543344513008,988.637383680851
1761076800,10.49,9.81,995,85,8.08,,75,10000,5.66,270,500,Rain,light rain,2025-10-21 21:00:00+01:00,995.0,
1761084000,10.09,9.4,995,86,7.86,,75,10000,5.14,260,500,Rain,light rain,2025-10-21 23:00:00+01:00,995.0,
1761091200,10.09,9.37,996,85,7.69,,75,10000,5.66,230,803,Clouds,broken clouds,2025-10-22 01:00:00+01:00,996.0,
1761098400,8.73,5.95,996,88,6.86,,40,10000,5.14,240,802,Clouds,scattered clouds,2025-10-22 03:00:00+01:00,996.0,
1761105600,8.09,5.14,996,90,6.55,,40,10000,5.14,240,802,Clouds,scattered clouds,2025-10-22 05:00:00+01:00,996.0,
1761112800,8.08,6.15,996,91,6.7,,40,10000,3.09,220,500,Rain,light rain,2025-10-22 07:00:00+01:00,996.0,
1761120000,7.04,4.3,996,91,5.67,,40,10000,4.12,210,802,Clouds,scattered clouds,2025-10-22 09:00:00+01:00,996.5903466326143,993.4951413839282
1761127200,11.36,10.59,996,78,7.67,,20,10000,4.63,220,801,Clouds,few clouds,2025-10-22 11:00:00+01:00,996.0,
1761134400,12.81,12.0,995,71,7.69,,20,10000,4.12,220,500,Rain,light rain,2025-10-22 13:00:00+01:00,995.0,
1761141600,14.31,13.36,993,60,6.66,,20,10000,3.09,200,500,Rain,light rain,2025-10-22 15:00:00+01:00,993.0,
1761148800,13.35,12.54,992,69,7.79,,20,10000,2.57,140,500,Rain,light rain,2025-10-22 17:00:00+01:00,992.0,
1761156000,10.34,9.47,990,78,6.68,,20,10000,2.68,150,500,Rain,light rain,2025-10-22 19:00:00+01:00,990.0,
1761163200,7.47,6.96,989,86,5.28,,0,10000,1.34,110,800,Clear,clear sky,2025-10-22 21:00:00+01:00,989.0,
1761170400,6.4,6.4,988,89,4.72,,0,10000,1.03,0,800,Clear,clear sky,2025-10-22 23:00:00+01:00,988.0,
1761177600,5.55,2.47,988,93,4.51,,75,10000,4.12,350,803,Clouds,broken clouds,2025-10-23 01:00:00+01:00,988.0,
1761184800,6.78,3.98,988,92,5.57,,75,10000,4.12,310,300,Drizzle,light intensity drizzle,2025-10-23 03:00:00+01:00,988.0,
1761192000,8.17,4.86,990,93,7.11,,75,10000,6.17,310,803,Clouds,broken clouds,2025-10-23 05:00:00+01:00,990.0,
1761199200,7.92,4.05,992,95,7.17,,75,8000,7.72,300,520,Rain,light intensity shower rain,2025-10-23 07:00:00+01:00,992.0,
1761206400,7.43,3.41,994,93,6.37,,75,10000,7.72,300,501,Rain,moderate rain,2025-10-23 09:00:00+01:00,994.0,
1761213600,6.85,1.97,996,87,4.84,,75,10000,10.28,290,500,Rain,light rain,2025-10-23 11:00:00+01:00,996.0,
1761220800,8.44,4.72,997,85,6.07,,75,10000,7.72,270,803,Clouds,broken clouds,2025-10-23 13:00:00+01:00,997.0,
1761228000,10.19,9.04,998,68,4.56,,75,10000,11.32,280,803,Clouds,broken clouds,2025-10-23 15:00:00+01:00,998.0,
1761235200,8.5,4.37,998,74,4.14,,40,10000,9.39,280,802,Clouds,scattered clouds,2025-10-23 17:00:00+01:00,998.0,
1761242400,7.57,3.59,999,75,3.43,,40,10000,7.72,270,500,Rain,light rain,2025-10-23 19:00:00+01:00,999.0,
1761249600,7.04,3.07,999,78,3.47,,75,10000,7.2,230,500,Rain,light rain,2025-10-23 21:00:00+01:00,999.0,
1761256800,6.84,4.06,999,80,3.64,,20,10000,4.12,250,801,Clouds,few clouds,2025-10-23 23:00:00+01:00,999.0,
1761264000,6.57,2.3,998,81,3.55,,20,10000,7.72,220,801,Clouds,few clouds,2025-10-24 01:00:00+01:00,998.0,
1761271200,6.73,2.35,997,82,3.88,,20,10000,8.23,220,801,Clouds,few clouds,2025-10-24 03:00:00+01:00,997.0,
1761278400,7.41,2.96,996,82,4.54,,20,10000,9.26,220,801,Clouds,few clouds,2025-10-24 05:00:00+01:00,996.0,
1761285600,8.39,4.25,995,81,5.32,,75,10000,9.26,220,520,Rain,light intensity shower rain,2025-10-24 07:00:00+01:00,995.0,
1761292800,8.08,4.26,996,87,6.05,,75,9000,7.72,220,310,Drizzle,light intensity drizzle rain,2025-10-24 09:00:00+01:00,996.0,
1761300000,10.6,9.8,995,80,7.3,,40,10000,3.09,240,500,Rain,light rain,2025-10-24 11:00:00+01:00,995.0,
1761307200,11.33,10.58,996,79,7.82,,75,10000,4.92,270,500,Rain,light rain,2025-10-24 13:00:00+01:00,996.0,
1761314400,10.16,9.48,996,86,7.93,,75,10000,6.71,10,520,Rain,light intensity shower rain,2025-10-24 15:00:00+01:00,996.0,
1761321600,10.36,9.51,998,79,6.88,,40,10000,5.66,330,802,Clouds,scattered clouds,2025-10-24 17:00:00+01:00,998.0,
1761328800,9.68,6.78,1000,82,6.76,,75,10000,6.17,290,803,Clouds,broken clouds,2025-10-24 19:00:00+01:00,1000.0,
1761336000,9.92,6.64,1001,90,8.36,,75,10000,7.72,310,300,Drizzle,light intensity drizzle,2025-10-24 21:00:00+01:00,1001.0,
1761343200,9.92,6.78,1003,86,7.69,,75,10000,7.2,310,500,Rain,light rain,2025-10-24 23:00:00+01:00,1003.0,
1761350400,9.41,6.44,1005,84,6.85,,75,10000,6.17,300,803,Clouds,broken clouds,2025-10-25 01:00:00+01:00,1005.0,
1761357600,9.0,5.31,1006,81,5.92,,75,10000,8.23,300,803,Clouds,broken clouds,2025-10-25 03:00:00+01:00,1006.0,
1761364800,7.78,3.65,1007,80,4.55,,20,10000,8.49,300,500,Rain,light rain,2025-10-25 05:00:00+01:00,1007.0,
1761372000,6.69,2.98,1008,81,3.67,,75,10000,6.17,270,803,Clouds,broken clouds,2025-10-25 07:00:00+01:00,1008.0,
1761379200,6.47,2.34,1010,82,3.62,,20,10000,7.2,290,801,Clouds,few clouds,2025-10-25 09:00:00+01:00,1010.0,
1761386400,8.35,3.96,1011,77,4.56,,20,10000,10.29,300,500,Rain,light rain,2025-10-25 11:00:00+01:00,1011.0,
1761393600,9.57,5.58,1011,69,4.17,,40,10000,10.29,300,802,Clouds,scattered clouds,2025-10-25 13:00:00+01:00,1011.0,
1761400800,10.3,9.21,1011,70,5.08,,75,10000,9.26,280,520,Rain,light intensity shower rain,2025-10-25 15:00:00+01:00,1011.0,
1761408000,9.26,5.37,1010,83,6.53,,40,6000,9.39,280,520,Rain,light intensity shower rain,2025-10-25 17:00:00+01:00,1010.0,
1761415200,8.72,4.77,1011,85,6.34,,75,10000,8.94,290,500,Rain,light rain,2025-10-25 19:00:00+01:00,1011.0,
1761422400,8.13,4.36,1012,85,5.76,,75,10000,7.6,290,500,Rain,light rain,2025-10-25 21:00:00+01:00,1012.0,
1761429600,7.04,3.23,1013,85,4.69,,20,10000,6.71,310,500,Rain,light rain,2025-10-25 23:00:00+01:00,1013.0,
1761436800,5.8,1.84,1014,86,3.64,,20,10000,6.17,280,801,Clouds,few clouds,2025-10-26 01:00:00+01:00,1014.0,
1761444000,4.97,1.0,1014,85,2.66,,20,10000,5.66,280,801,Clouds,few clouds,2025-10-26 02:00:00+00:00,1014.0,
1761451200,4.95,0.76,1014,86,2.81,,75,10000,6.17,270,803,Clouds,broken clouds,2025-10-26 04:00:00+00:00,1014.0,
1761458400,4.79,1.01,1014,91,3.45,,75,10000,5.14,240,803,Clouds,broken clouds,2025-10-26 06:00:00+00:00,1014.0,
1761465600,6.84,3.17,1014,85,4.5,,75,10000,6.17,270,803,Clouds,broken clouds,2025-10-26 08:00:00+00:00,1014.0,
1761472800,7.78,4.19,1012,88,5.92,,75,7000,6.69,240,500,Rain,light rain,2025-10-26 10:00:00+00:00,1012.0,
1761480000,8.72,4.81,1010,95,7.96,,75,7000,8.75,230,310,Drizzle,light intensity drizzle rain,2025-10-26 12:00:00+00:00,1010.0,
1761487200,11.17,10.77,1007,93,10.08,,75,8000,10.29,240,310,Drizzle,light intensity drizzle rain,2025-10-26 14:00:00+00:00,1007.0,
1761494400,12.2,11.77,1006,88,10.27,,75,8000,9.77,250,310,Drizzle,light intensity drizzle rain,2025-10-26 16:00:00+00:00,1006.0,
1761501600,11.7,11.12,1006,84,9.09,,40,10000,11.18,280,802,Clouds,scattered clouds,2025-10-26 18:00:00+00:00,1006.0,
1761508800,10.76,10.01,1006,81,7.64,,40,10000,8.23,270,802,Clouds,scattered clouds,2025-10-26 20:00:00+00:00,1006.0,
1761516000,10.45,9.67,1006,81,7.33,,75,10000,9.26,250,500,Rain,light rain,2025-10-26 22:00:00+00:00,1006.0,
1761523200,10.76,9.95,1006,79,7.27,,75,10000,9.26,260,803,Clouds,broken clouds,2025-10-27 00:00:00+00:00,1006.0,
1761530400,9.95,6.42,1006,80,6.66,,40,10000,8.75,270,802,Clouds,scattered clouds,2025-10-27 02:00:00+00:00,1006.0,
1761537600,9.95,6.28,1006,79,6.48,,40,10000,9.39,270,802,Clouds,scattered clouds,2025-10-27 04:00:00+00:00,1006.0,
1761544800,8.72,4.88,1007,86,6.51,,20,10000,8.49,270,801,Clouds,few clouds,2025-10-27 06:00:00+00:00,1007.0,
1761552000,9.21,6.36,1009,81,6.12,,75,10000,5.66,240,803,Clouds,broken clouds,2025-10-27 08:00:00+00:00,1009.0,
1761559200,11.01,10.2,1010,78,7.33,,75,10000,7.72,270,803,Clouds,broken clouds,2025-10-27 10:00:00+00:00,1010.0,
1761566400,11.36,10.56,1010,77,7.48,,75,10000,5.81,270,803,Clouds,broken clouds,2025-10-27 12:00:00+00:00,1010.0,
1761573600,11.36,10.59,1009,78,7.67,,75,10000,3.6,250,500,Rain,light rain,2025-10-27 14:00:00+00:00,1009.0,
1761580800,9.99,7.34,1007,96,9.38,,75,5000,5.66,220,310,Drizzle,light intensity drizzle rain,2025-10-27 16:00:00+00:00,1007.0,
1761588000,12.92,12.64,1006,91,11.49,,75,7000,9.77,250,310,Drizzle,light intensity drizzle rain,2025-10-27 18:00:00+00:00,1006.0,
1761595200,12.92,12.46,1005,84,10.28,,75,8000,10.29,240,310,Drizzle,light intensity drizzle rain,2025-10-27 20:00:00+00:00,1005.0,
1761602400,12.25,11.85,1004,89,10.49,,75,6000,11.32,250,500,Rain,light rain,2025-10-27 22:00:00+00:00,1004.0,
1761609600,11.17,10.51,1005,83,8.39,,75,10000,9.77,250,803,Clouds,broken clouds,2025-10-28 00:00:00+00:00,1005.0,
1761616800,10.76,9.98,1005,80,7.45,,75,10000,9.26,240,803,Clouds,broken clouds,2025-10-28 02:00:00+00:00,1005.0,
1761624000,9.7,6.22,1004,86,7.47,,75,10000,8.23,220,803,Clouds,broken clouds,2025-10-28 04:00:00+00:00,1004.0,
1761631200,10.3,9.42,1004,78,6.64,,40,10000,9.77,230,802,Clouds,scattered clouds,2025-10-28 06:00:00+00:00,1004.0,
1761638400,10.49,9.71,1005,81,7.37,,75,10000,9.26,230,500,Rain,light rain,2025-10-28 08:00:00+00:00,1005.0,
1761645600,11.47,10.68,1005,77,7.58,,20,10000,10.29,230,801,Clouds,few clouds,2025-10-28 10:00:00+00:00,1005.0,
1761652800,12.76,11.95,1004,71,7.64,,75,10000,8.75,240,520,Rain,light intensity shower rain,2025-10-28 12:00:00+00:00,1004.0,
1761660000,12.52,11.81,1003,76,8.41,,40,10000,7.2,250,500,Rain,light rain,2025-10-28 14:00:00+00:00,1003.0,
1761667200,11.0,10.19,1002,78,7.32,,20,10000,8.23,230,500,Rain,light rain,2025-10-28 16:00:00+00:00,1002.0,
1761674400,10.36,9.57,1002,81,7.25,,75,10000,5.14,220,520,Rain,light intensity shower rain,2025-10-28 18:00:00+00:00,1002.0,
1761681600,11.17,10.3,1001,75,6.91,,75,10000,8.23,220,803,Clouds,broken clouds,2025-10-28 20:00:00+00:00,1001.0,
1761688800,9.7,6.5,1001,88,7.81,,75,10000,7.2,240,500,Rain,light rain,2025-10-28 22:00:00+00:00,1001.0,
1761696000,9.68,6.47,1000,85,7.28,,75,10000,7.2,230,803,Clouds,broken clouds,2025-10-29 00:00:00+00:00,1000.0,
1761703200,8.86,5.41,999,85,6.48,,20,10000,7.2,230,801,Clouds,few clouds,2025-10-29 02:00:00+00:00,999.0,
1761710400,8.13,4.81,998,87,6.1,,20,10000,6.17,230,801,Clouds,few clouds,2025-10-29 04:00:00+00:00,998.0,
1761717600,7.92,4.05,998,83,5.21,,20,10000,7.72,210,801,Clouds,few clouds,2025-10-29 06:00:00+00:00,998.0,
1761724800,8.08,4.41,998,79,4.66,,40,10000,7.2,220,500,Rain,light rain,2025-10-29 08:00:00+00:00,998.0,
1761732000,10.16,9.16,998,74,5.74,,40,10000,8.75,220,802,Clouds,scattered clouds,2025-10-29 10:00:00+00:00,998.0,
1761739200,11.65,10.65,997,68,5.95,,40,10000,8.75,230,802,Clouds,scattered clouds,2025-10-29 12:00:00+00:00,997.0,
1761746400,11.69,10.64,995,66,5.56,,40,10000,9.26,230,802,Clouds,scattered clouds,2025-10-29 14:00:00+00:00,995.0,
1761753600,10.32,9.37,996,75,6.09,,40,10000,9.26,270,501,Rain,moderate rain,2025-10-29 16:00:00+00:00,996.0,
1761760800,8.52,4.98,998,80,5.27,,20,10000,7.2,260,801,Clouds,few clouds,2025-10-29 18:00:00+00:00,998.0,
1761768000,8.13,4.63,998,82,5.25,,20,10000,6.69,270,801,Clouds,few clouds,2025-10-29 20:00:00+00:00,998.0,
1761775200,7.39,3.87,1000,86,5.21,,20,10000,6.17,230,801,Clouds,few clouds,2025-10-29 22:00:00+00:00,1000.0,
1761782400,7.03,3.41,1001,86,4.85,,20,10000,6.17,230,801,Clouds,few clouds,2025-10-30 00:00:00+00:00,1001.0,
1761789600,6.06,3.39,1002,90,4.55,,20,10000,3.6,260,801,Clouds,few clouds,2025-10-30 02:00:00+00:00,1002.0,
1761796800,5.08,2.2,1002,90,3.58,,20,10000,3.6,180,801,Clouds,few clouds,2025-10-30 04:00:00+00:00,1002.0,
1761804000,5.27,2.43,1002,91,3.92,,75,10000,3.6,170,803,Clouds,broken clouds,2025-10-30 06:00:00+00:00,1002.0,
1761811200,7.81,5.52,1001,86,5.62,,75,10000,3.6,140,803,Clouds,broken clouds,2025-10-30 08:00:00+00:00,1001.0,
1761818400,9.56,6.47,999,89,7.84,,75,10000,6.69,130,500,Rain,light rain,2025-10-30 10:00:00+00:00,999.0,
1761825600,10.88,10.37,997,90,9.31,,75,10000,8.23,140,500,Rain,light rain,2025-10-30 12:00:00+00:00,997.0,
1761832800,12.06,11.78,994,94,11.12,,100,7000,9.77,150,310,Drizzle,light intensity drizzle rain,2025-10-30 14:00:00+00:00,994.0,
1761840000,12.79,12.55,991,93,11.69,,75,5000,12.35,150,310,Drizzle,light intensity drizzle rain,2025-10-30 16:00:00+00:00,991.0,
1761847200,12.93,12.73,989,94,11.99,,75,5000,12.35,150,310,Drizzle,light intensity drizzle rain,2025-10-30 18:00:00+00:00,989.0,
1761854400,13.6,13.44,987,93,12.49,,75,7000,10.8,180,310,Drizzle,light intensity drizzle rain,2025-10-30 20:00:00+00:00,987.0,
1761861600,13.28,12.83,989,83,10.46,,75,10000,10.29,200,803,Clouds,broken clouds,2025-10-30 22:00:00+00:00,989.0,
1761868800,13.09,12.41,990,75,8.77,,20,10000,10.29,210,801,Clouds,few clouds,2025-10-31 00:00:00+00:00,990.0,
1761876000,13.46,12.74,990,72,8.52,,20,10000,10.29,200,801,Clouds,few clouds,2025-10-31 02:00:00+00:00,990.0,
1761883200,12.8,12.15,990,77,8.87,,20,10000,7.72,200,801,Clouds,few clouds,2025-10-31 04:00:00+00:00,990.0,
1761890400,13.17,12.53,990,76,9.04,,40,10000,10.8,190,802,Clouds,scattered clouds,2025-10-31 06:00:00+00:00,990.0,
1761897600,13.46,12.85,990,76,9.32,,75,10000,9.77,190,500,Rain,light rain,2025-10-31 08:00:00+00:00,990.0,
1761904800,12.69,12.29,988,87,10.58,,75,10000,8.75,200,501,Rain,moderate rain,2025-10-31 10:00:00+00:00,988.0,
1761912000,13.28,12.96,987,88,11.34,,75,10000,10.29,190,501,Rain,moderate rain,2025-10-31 12:00:00+00:00,987.0,
1761919200,14.89,14.42,987,76,10.7,,75,10000,6.69,220,803,Clouds,broken clouds,2025-10-31 14:00:00+00:00,987.0,
1761926400,14.02,13.36,988,72,9.06,,40,10000,4.63,200,802,Clouds,scattered clouds,2025-10-31 16:00:00+00:00,988.0,
1761933600,11.78,11.02,989,77,7.88,,75,10000,5.14,180,803,Clouds,broken clouds,2025-10-31 18:00:00+00:00,989.0,
1761940800,11.47,10.84,988,83,8.69,,75,10000,5.14,150,500,Rain,light rain,2025-10-31 20:00:00+00:00,988.0,
1761948000,11.17,10.64,985,88,9.26,,75,10000,7.2,160,501,Rain,moderate rain,2025-10-31 22:00:00+00:00,985.0,
1761955200,10.52,9.77,984,82,7.58,,20,10000,8.23,210,500,Rain,light rain,2025-11-01 00:00:00+00:00,984.0,
1761962400,9.74,6.41,984,86,7.51,,75,10000,7.72,230,500,Rain,light rain,2025-11-01 02:00:00+00:00,984.0,
1761969600,9.2,5.85,987,88,7.32,,75,10000,7.2,230,500,Rain,light rain,2025-11-01 04:00:00+00:00,987.0,
1761976800,9.61,6.53,990,86,7.39,,75,10000,6.69,240,500,Rain,light rain,2025-11-01 06:00:00+00:00,990.0,
1761984000,8.83,5.7,993,86,6.62,,20,10000,6.17,230,801,Clouds,few clouds,2025-11-01 08:00:00+00:00,993.0,
1761991200,10.13,9.24,996,78,6.47,,20,10000,8.23,230,500,Rain,light rain,2025-11-01 10:00:00+00:00,996.0,
1761998400,10.47,9.5,998,74,6.04,,75,10000,7.72,230,803,Clouds,broken clouds,2025-11-01 12:00:00+00:00,998.0,
1762005600,11.64,10.58,998,66,5.51,,75,10000,8.75,230,803,Clouds,broken clouds,2025-11-01 14:00:00+00:00,998.0,
1762012800,10.29,9.1,998,66,4.22,,20,10000,7.2,220,801,Clouds,few clouds,2025-11-01 16:00:00+00:00,998.0,
1762020000,7.88,4.88,999,71,2.95,,20,10000,5.14,210,500,Rain,light rain,2025-11-01 18:00:00+00:00,999.0,
1762027200,7.6,3.96,999,74,3.27,,75,10000,6.69,210,500,Rain,light rain,2025-11-01 20:00:00+00:00,999.0,
