Time,Pressure_self,timestamp,temperature,feels_like,Pressure_weather,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather_id,weather_main,weather_description
2025-10-08 17:10:45.197140932+01:00,1024.234543,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:46.257018089+01:00,1024.231873,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:47.316893101+01:00,1024.227371,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:48.376734972+01:00,1024.219589,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:49.436588049+01:00,1024.205322,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:50.496409893+01:00,1024.185333,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:51.556252003+01:00,1024.16275,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:52.616095066+01:00,1024.147797,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:53.675920010+01:00,1024.130936,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:54.735778093+01:00,1024.130936,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:55.795639992+01:00,1024.133759,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:56.855470896+01:00,1024.148102,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:57.915333986+01:00,1024.153748,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:10:58.975199938+01:00,1024.162979,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:00.035065889+01:00,1024.173279,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:01.094945908+01:00,1024.173279,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:02.154793978+01:00,1024.17244,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:03.214610100+01:00,1024.169083,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:04.274439096+01:00,1024.16893,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:05.334239960+01:00,1024.168396,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:06.394093990+01:00,1024.168396,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:07.453969955+01:00,1024.175034,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:08.513777018+01:00,1024.185486,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:09.573611975+01:00,1024.193268,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:10.633457899+01:00,1024.203873,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:11.693264008+01:00,1024.211884,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:12.753112078+01:00,1024.211884,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:13.812927961+01:00,1024.2099,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:14.872731924+01:00,1024.209061,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:15.932549953+01:00,1024.203568,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:16.992367029+01:00,1024.191666,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:18.052181005+01:00,1024.18045,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:19.112000942+01:00,1024.18045,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:20.171798944+01:00,1024.185562,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-08 17:11:21.231626034+01:00,1024.187622,1759939200,14.89,14.18,1025,67,8.83,,75,10000,7.72,270,803,Clouds,broken clouds
2025-10-09 11:18:27.293294907+01:00,1026.049194,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:28.321429968+01:00,1026.059952,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:29.349545002+01:00,1026.070709,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:30.377686024+01:00,1026.075592,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:31.405796051+01:00,1026.081543,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:31.604394913+01:00,1026.096497,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:32.665688038+01:00,1026.099091,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:33.726974964+01:00,1026.106644,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:34.788280010+01:00,1026.120605,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:35.849585056+01:00,1026.131973,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:36.910876036+01:00,1026.140366,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:37.972136974+01:00,1026.146851,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:39.033441066+01:00,1026.154251,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:40.094727039+01:00,1026.160355,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:41.156023979+01:00,1026.167068,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:42.217308998+01:00,1026.175461,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:43.278636932+01:00,1026.184158,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:44.339921951+01:00,1026.189041,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:45.401212931+01:00,1026.196747,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:46.462507963+01:00,1026.205597,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:47.523855925+01:00,1026.21933,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:48.585159063+01:00,1026.233215,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:49.646454096+01:00,1026.249237,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:50.707756996+01:00,1026.264114,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:51.769046068+01:00,1026.280136,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:52.830370903+01:00,1026.300125,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:53.891643047+01:00,1026.324615,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:54.952904940+01:00,1026.34964,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:56.014179945+01:00,1026.372833,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:57.075448036+01:00,1026.396561,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:58.136672020+01:00,1026.41716,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:18:59.197902918+01:00,1026.43425,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:00.259135008+01:00,1026.448822,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:01.320374012+01:00,1026.46347,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:02.381624937+01:00,1026.477356,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:03.442867041+01:00,1026.484375,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:04.504060030+01:00,1026.490631,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:05.565278053+01:00,1026.496735,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:06.626488924+01:00,1026.502228,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:07.687695026+01:00,1026.502228,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:08.748894930+01:00,1026.501999,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:09.810029984+01:00,1026.490402,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:10.871190071+01:00,1026.473389,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:11.932320118+01:00,1026.461182,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:12.993477106+01:00,1026.450653,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:14.054608107+01:00,1026.450653,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:15.115731955+01:00,1026.459503,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:16.176884890+01:00,1026.470261,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:17.238059044+01:00,1026.48056,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:18.299205065+01:00,1026.495361,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:19.360330105+01:00,1026.508102,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:20.421472073+01:00,1026.521606,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:21.482651949+01:00,1026.540985,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:22.543776989+01:00,1026.558838,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:23.604911089+01:00,1026.573029,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:24.666008949+01:00,1026.583557,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:25.727061033+01:00,1026.593246,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:26.788155079+01:00,1026.603241,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:27.849271059+01:00,1026.611938,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:28.910365105+01:00,1026.617355,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:29.971481085+01:00,1026.625214,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:31.032617092+01:00,1026.628571,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:32.093780994+01:00,1026.630707,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:33.154928923+01:00,1026.63208,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:34.216041088+01:00,1026.63208,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:35.277167082+01:00,1026.629639,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:36.338279009+01:00,1026.62117,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:37.399368048+01:00,1026.612167,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:38.460474014+01:00,1026.612167,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:39.521557093+01:00,1026.617432,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:40.582609892+01:00,1026.630936,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:41.643672943+01:00,1026.648941,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:42.704714060+01:00,1026.665421,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:43.765784979+01:00,1026.677856,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:44.826808929+01:00,1026.68541,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:45.887818098+01:00,1026.688538,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:46.948903084+01:00,1026.693039,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:48.009922981+01:00,1026.697388,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:49.070913076+01:00,1026.697388,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:50.131896973+01:00,1026.694717,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:51.192867994+01:00,1026.694717,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:52.253890037+01:00,1026.697464,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:53.314949989+01:00,1026.701202,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:54.375993967+01:00,1026.711121,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:55.437006950+01:00,1026.722183,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:56.498025894+01:00,1026.72966,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:57.559050083+01:00,1026.733017,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:58.620054960+01:00,1026.736984,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:19:59.681024075+01:00,1026.736984,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:00.741971016+01:00,1026.730652,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:01.802937031+01:00,1026.721802,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:02.863912106+01:00,1026.717453,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:03.924860954+01:00,1026.717453,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:04.985806942+01:00,1026.718445,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:06.046813965+01:00,1026.729126,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:07.107829094+01:00,1026.743546,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:08.168754101+01:00,1026.754837,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:09.229686022+01:00,1026.758652,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:10.290585995+01:00,1026.761246,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:11.351459026+01:00,1026.762924,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:12.412373066+01:00,1026.763306,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:13.473270893+01:00,1026.764145,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:14.534161091+01:00,1026.764908,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:15.595026970+01:00,1026.768188,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:16.655911922+01:00,1026.771545,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:17.716805935+01:00,1026.773224,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:18.777681112+01:00,1026.773224,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:19.838510036+01:00,1026.762619,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:20.899334908+01:00,1026.747131,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:21.960191965+01:00,1026.728973,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:23.021012068+01:00,1026.708832,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:24.081846952+01:00,1026.708832,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:25.142674923+01:00,1026.712112,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:26.203525066+01:00,1026.727066,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:27.264316082+01:00,1026.742859,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:28.325098991+01:00,1026.763916,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:29.385911942+01:00,1026.763916,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:30.446721077+01:00,1026.762848,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:31.507477999+01:00,1026.751022,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:32.568299055+01:00,1026.737442,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 11:20:33.629151106+01:00,1026.721649,1760004000,12.99,12.49,1029,82,9.99,,75,10000,5.66,270,803,Clouds,broken clouds
2025-10-09 18:23:27.208430052+01:00,1026.490784,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:28.235790014+01:00,1026.493225,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:29.263128042+01:00,1026.49559,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:30.290488958+01:00,1026.500168,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:31.317826033+01:00,1026.500626,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:31.517452955+01:00,1026.501846,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:32.577964067+01:00,1026.501923,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:33.638509035+01:00,1026.504288,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:34.699069023+01:00,1026.504517,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:35.759658098+01:00,1026.508942,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:36.820228100+01:00,1026.511154,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:37.880810022+01:00,1026.513443,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:38.941365004+01:00,1026.516571,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:40.001909018+01:00,1026.517639,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:41.062422991+01:00,1026.517639,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:42.122951984+01:00,1026.517181,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:43.183492899+01:00,1026.516342,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:44.244035959+01:00,1026.513367,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:45.304558992+01:00,1026.509247,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:46.365061998+01:00,1026.504974,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:47.425611973+01:00,1026.501389,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:48.486202002+01:00,1026.49704,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:49.546794891+01:00,1026.493454,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:50.607400894+01:00,1026.491241,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:51.667964935+01:00,1026.490402,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:52.728516102+01:00,1026.489182,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:53.789078951+01:00,1026.489182,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:54.849631071+01:00,1026.489868,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:55.910160065+01:00,1026.490402,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
2025-10-09 18:23:56.970693111+01:00,1026.490402,1760032800,14.01,13.63,1031,83,11.17,,75,10000,3.6,270,300,Drizzle,light intensity drizzle
